Zeitstempel,"Ich bestätige, dass ich die oben genannten Erklärungen gelesen und verstanden habe (bitte ankreuzen).",Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?
19.01.2023 19:25:13,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,,Audio 1 und Audio 2 waren etwa gleich gut
20.01.2023 10:33:07,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2
21.01.2023 10:50:14,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2
23.01.2023 15:48:38,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
24.01.2023 13:42:06,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut
24.01.2023 14:40:26,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2
24.01.2023 19:11:49,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut
25.01.2023 14:54:03,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2
25.01.2023 23:18:04,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
28.01.2023 17:07:51,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1
30.01.2023 09:33:35,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2
30.01.2023 10:44:45,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
02.02.2023 18:23:02,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1
03.02.2023 11:03:54,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2
